"Name","PC Datalog - 20/04/2013 - 15:14:57"

"Section Time","Accel Fuel","AFR Target","AirCon Fuel Trim","Anti-Lag Fuel","Crank Enrich","Drive Fuel Trim","Eng Fan Trim ","FTrim Cyl #1","FTrim Cyl #2","FTrim Cyl #3","FTrim Cyl #4","FTrim Cyl #5","FTrim Cyl #6","FTrim Cyl #7","FTrim Cyl #8","Fuel 4D Table","Fuel 5D Table","Fuel Table1","Fuel Table1","Fuel Table2","Fuel Table2","IAT Fuel Corr.","Inj Actual PW","Inj Deadtime","Inj Deadtime(Sec)","Inj Duty Cycle","Inj Duty Cycle (Sec)","Inj Timing","Injector PW (Sec)","Lambda  Fuel  Corr.","Lambda Status 1","Post Start Enrich","Prime Fuel","Sec Inj Table","Wake-Up Status","Wake-Up Width","Warm-Up Enrich","4D Ign Trim","5D Ign Trim","Anti-Lag Ign Trim","Dwell Time","ECT Ign Trim","IAT Ign Trim","Ign Angle","Ign Table1","Ign Table1","Ign Table2","Ign Table2","Ignition Idle Control","Launch Ign Trim","Overrun Ign Trim","Trailing Split","CL Stepper Limit","GP RPM Limit1","Launch Limit","MAP Limit","MAP Limit","Max Ignition","Overrun Fuel Cut","RPM Limit","RPM Limit","Speed Limit","Under Voltage","Voltage Limit","A1 - ISC Sol. Slave","A2 - ISC Solenoid","A3 - GP Output ","A4 - Boost Solenoid","A5 - OFF","A6 - OFF","A7 - OFF","A8 - OFF","AF1 - Injection","AF2 - Injection","AF3 - Injection","AF4 - Injection","AF5 - Injection","AF6 - Injection","AF7 - Engine Fan","AF8 - Fuel Pump","AI1 - Ignition","AI2 - Ignition","AI3 - Ignition","AI4 - Ignition","Boost Status","Boost Target","ECT WGate Comp","ECU Hold Power","FP Speed (%DC)","IAT WGate Comp","Idle Position","Idle Status","Idle Target","WGate DC","DI 1 - Speed","DI 1 Frequency","DI 2 - Speed","DI 2 Frequency","DI 3 - Start Position","DI 3 Frequency","DI 4 - Air Con Request","DI 4 Frequency","DI 5 - GP Input","DI 5 Frequency","DI 6 - GP Input","DI 6 Frequency","Gear","Gear Ratio Calc.","Gear Ratio Status","Speed Off -DI3","Speed -DI1","Speed -DI2","Speed Off -DI4","Speed Off -DI5","Speed Off -DI6","An T1 - Inlet Air Temp","An T2 - Engine Coolant Temp","An T3 - Engine Oil Temp","An V1 - MAP Sensor","An V2 - TPS (Main)","An V3 - OFF","An V4 - WideBand","An V5 - GP Input","An V6 - Fuel Pressure","An T1 - Inlet Air Temp","An T2 - Engine Coolant Temp","An T3 - Engine Oil Temp","An V DI10 - OFF","An V DI11 - OFF","An V DI6 - Fuel Pressure","An V DI7 - OFF","An V DI8 - OFF","An V DI9 - OFF","An V1 - MAP Sensor","An V2 - TPS (Main)","An V3 - OFF","An V4 - WideBand","An V5 - GP Input","An V6 - Fuel Pressure","BAP","Batt Voltage","ECT","FP (Main)","FP (Sub)","IAT","MAP","Mass per Cyl (x100)","MGP","TP (Main)","TP (Sub)","TP Delta Max","ECCS Sync","Engine Speed","Trig1 Err Counter","Trig1 Signal","Trig2 Signal","Anti-Lag Status","Flat Shifting Status","Launch Control Status","TP Cal Status","Exh / LH Err Counter","Exh / LH Posn","Exh / LH Signal","Exh / LH Solenoid","Exh / LH Sys Status","Exh LH Target","Exh RH Err Counter","Exh RH Posn","Exh RH Signal","Exh RH Solenoid","Exh RH Sys Status","Exh RH Target","Inlet / LH Err Counter","Inlet / LH Posn","Inlet / LH Signal","Inlet / LH Solenoid","Inlet / LH Sys Status","Inlet / LH Target","Inlet RH Err Counter","Inlet RH Posn","Inlet RH Signal","Inlet RH Solenoid","Inlet RH Sys Status","Inlet RH Target","3.3V Internal","5V Analog Supply","Analog Supply","Data Count Error","Data Page Error","DataFlash Chksum ","ECU Temperature","Fuel Calculation","Hardware Block 1","Hardware Block 2","Hardware Block 3","Password Protection","Table Allocation","Trig1 Arming","Trig2 Arming","An V DI1 - MAP Sensor","An V DI2 - TPS (Main)","An V DI3 - OFF","An V DI4 - WideBand","An V DI5 - GP Input","% Ethanol","Aux Fuel #5","Aux Fuel #6","Aux Fuel #7","Aux Fuel #8","Differential Fuel Pressure","Ethanol Temp.","Gear Cut Fuel","Inj Effective PW","Launch Fuel","WideBand 1","WideBand 2","WideBand Avg","Gear Cut Ign Trim","ITrim Cyl #1","ITrim Cyl #2","ITrim Cyl #3","ITrim Cyl #4","ITrim Cyl #5","ITrim Cyl #6","ITrim Cyl #7","ITrim Cyl #8","Limit Ign Trim","Traction Ign Trim","Transient Ign Trim","Anti-Lag Cyclic Idle","Anti-Lag Ign Cut","E-Throttle Limit","GP RPM Limit2","Limits Flags Word","Percentage FCut","Percentage ICut","Traction Limit","A9 - OFF","Active Boost Table","AI5 - Ignition","AI6 - Ignition","AI7 - Tacho","AI8 - CE light","D-Gain","Gear WGate Comp","Idle Target Error","I-Gain","P-Gain","VA1 - OFF","VA2 - OFF","VA3 - OFF","Cruise Switch Mode","DI 10 - OFF","DI 7 - Ignition Switch","DI 8 - OFF","DI 9 - OFF","Digital Input 11","Digital Input 12","Slip","An T4 - OFF","An V10 - OFF","An V11 - OFF","An V7 - OFF","An V8 - OFF","An V9 - OFF","An T4 - OFF","An V10 - OFF","An V11 - OFF","An V7 - OFF","An V8 - OFF","An V9 - OFF","Fuel Pressure","MAP Delta","Mass Air Flow ","Mass per Rev(x100)","MGP (PSI)","Oil Pressure","Oil Temp.","TPS Delta","RPM Rate","AL Active Fuel Table","AL Active Ign Cut Table","AL Active Ign Table","AL Cyclic Limit","Base Target ","E-Throttle Active Table","E-Throttle Target","FP Err Accumulator","ISC CL Trim","ISC Offset","Motor Duty Cycle","TP Err Accumulator","TP/Targ Err Accumulator","Cyl1 Knk I-Trim","Cyl2 Knk I-Trim","Cyl3 Knk I-Trim","Cyl4 Knk I-Trim","Cyl5 Knk I-Trim","Cyl6 Knk I-Trim","Cyl7 Knk I-Trim","Cyl8 Knk I-Trim","Knk Counter Cyl 1","Knk Counter Cyl 2","Knk Counter Cyl 3","Knk Counter Cyl 4","Knk Counter Cyl 5","Knk Counter Cyl 6","Knk Counter Cyl 7","Knk Counter Cyl 8","Knk Level Cyl 1","Knk Level Cyl 2","Knk Level Cyl 3","Knk Level Cyl 4","Knk Level Cyl 5","Knk Level Cyl 6","Knk Level Cyl 7","Knk Level Cyl 8","Knk Sys Status","Knock Count Global","Knock Level  Global","Knock Threshold","Capacity","Logging Status","12V Internal","Aux 9/10 Status","Aux 9/10 Supply","CAS Voltage","Fault Code Count","Fault Codes","CAN AN V1","CAN AN V2","CAN AN V3","CAN AN V4","CAN AN V5","CAN AN V6","CAN AN V7","CAN AN V8","CAN Freq/Spd 1","CAN DIG #1 State","CAN Freq/Spd 2","CAN DIG #2 State","CAN Freq/Spd 3","CAN DIG #3 State","CAN Freq/Spd 4","CAN DIG #4 State","CAN DIG #5 State","CAN DIG #6 State","CAN TC Cyl 1","CAN TC Cyl 2","CAN TC Cyl 3","CAN TC Cyl 4","CAN TC Cyl 5","CAN TC Cyl 6","CAN TC Cyl 7","CAN TC Cyl 8","BUSOFF Status","Error Warning Status","LEC","BUSOFF Status","Error Warning Status","LEC","Engine Kill","Rotation Direction","Active Traction Table","Cam Angle #1","Cam Angle #2","Cam Angle #3","Cam Angle #4","Cam Angle #5","Cam Angle #6","Cam Angle #7","Cam Angle #8"
"19.392","0","13.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","1","0","0","4","3.465","0.49","0","12.6","0","360","0","0","9","0","8","0","0","0","0","0","0","0","3.95","0","0","23.4","23.4","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","66.7","0","0","0","0","0","0","1","0","0","0","3","66","0","0","94.3","0","0","0","0","13","90","69","1.65","1.99","0","15.4","550","199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.08","90","0","0","13","104","0","4","50.9","0","1.2","0","4384","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","605","-50","0","3.019","0","15.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","243","1","0","0","0.7","0","69","0.3","740","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.89","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"19.492","0","13.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.6","1","0","0","4","3.676","0.49","0","13.5","0","360","0","0","9","0","8","0","0","0","0","0","0","0","3.95","0","0","22.6","22.6","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","67.5","0","0","0","0","0","0","1","0","0","0","3","66","0","0","95.4","0","0","0","0","13","90","69","1.7","2.04","0","13.8","550","224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.08","90","0","0","13","107","0","7","52.1","0","1.2","0","4427","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","605","-50","0","3.219","0","13.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","226","1","0","0","1.1","0","69","0","440","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.89","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"19.592","0","13.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.4","1","0","0","4","3.936","0.51","0","14.7","0","360","0","0","9","0","8","0","0","0","0","0","0","0","4.15","0","0","21.8","21.7","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","68.2","0","0","0","0","0","0","1","0","0","0","3","65.7","0","0","96.4","0","0","0","0","13","90","69","1.77","2.05","0","13.5","536","231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","13.81","90","0","0","13","112","0","12","52.4","0","1.2","0","4498","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","605","-50","0","3.426","0","13.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","227","1","0","0","1.8","0","69","0","720","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.86","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"19.692","0","13.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","1","0","0","4","4.174","0.51","0","15.7","0","360","0","0","9","0","8","0","0","0","0","0","0","0","4.15","0","0","20.9","20.9","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","69.1","0","0","0","0","0","0","1","0","0","0","3","65.9","0","0","97.9","0","0","0","0","13","90","69","1.85","2.06","0","13.1","536","226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","13.81","90","0","0","13","117","0","17","52.7","0","1.2","0","4548","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","600","-50","0","3.672","0","13.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","227","0","0","0","2.4","0","69","0","380","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.86","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"19.792","0","13.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.1","1","0","0","4","4.42","0.491","0","17","0","360","0","0","9","0","8","0","0","0","0","0","0","0","3.95","0","0","19.8","19.8","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","69.9","0","0","0","0","0","0","1","0","0","0","3","65.9","0","0","99","0","0","0","0","13","90","69","1.94","2.07","0","13","536","223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.05","90","0","0","13","123","0","23","53","0","0.1","0","4617","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","590","-50","0","3.929","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","224","1","0","0","3.3","0","69","-0.1","620","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.98","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"19.892","0","12.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.8","1","0","0","4","4.744","0.491","0","18.4","0","360","0","0","9","0","8","0","0","0","0","0","0","0","3.96","0","0","18.7","18.5","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","70.9","0","0","0","0","0","0","1","0","0","0","3","65.7","0","0","100.4","0","0","0","0","13","90","69","2.04","2.11","0","13","536","221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.05","90","0","0","13","130","0","30","54.3","0","0.5","0","4686","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","585","-50","0","4.253","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","220","1","0","0","4.3","0","69","0.3","440","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.98","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"19.992","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.7","1","0","0","4","5.179","0.491","0","20.4","0","360","0","0","9","0","8","0","0","0","0","0","0","0","3.96","0","0","17.3","17.3","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","72","0","0","0","0","0","0","1","0","0","0","3","65.8","0","0","101.8","0","0","0","0","13","90","69","2.13","2.14","0","13.1","536","218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.05","90","0","0","13","137","0","37","55.4","0","0.5","0","4742","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","580","-50","0","4.688","0","13.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","217","1","0","0","5.3","0","69","0","600","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.98","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20.092","0","12.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.1","1","0","0","4","5.696","0.491","0","22.7","0","360","0","0","9","0","8","0","0","0","0","0","0","0","3.99","0","0","15.7","15.7","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","73.1","0","0","0","0","0","0","1","0","0","0","3","65.6","0","0","103.3","0","0","0","0","13","90","69","2.26","2.16","0","13","536","215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.05","90","0","0","13","145","0","45","55.7","0","0.5","0","4785","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","570","-50","0","5.205","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","213","3","0","0","6.5","0","69","0","810","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.98","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20.192","0","12.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.1","1","0","0","4","5.696","0.491","0","22.7","0","360","0","0","9","0","8","0","0","0","0","0","0","0","3.99","0","0","15.7","15.7","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","73.1","0","0","0","0","0","0","1","0","0","0","3","65.6","0","0","103.3","0","0","0","0","13","90","69","2.26","2.16","0","13","536","215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.05","90","0","0","13","145","0","45","55.7","0","0.5","0","4785","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","570","-50","0","5.205","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","213","3","0","0","6.5","0","69","0","810","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.98","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20.292","0","11.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.5","1","0","0","4","6.289","0.491","0","25.7","0","360","0","0","9","0","8","0","0","0","0","0","0","0","4","0","0","14.1","13.7","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","74.2","0","0","0","0","0","0","1","0","0","0","3","65.7","0","0","105.1","0","0","0","0","13","90","69","2.42","2.16","0","12.6","536","211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.05","90","0","0","13","155","0","55","55.7","0","0.5","0","4901","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","565","-50","0","5.909","0","12.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","212","2","0","0","8.1","0","69","0","880","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.98","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20.392","0","11.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.7","1","0","0","4","6.899","0.491","0","28.6","0","360","0","0","9","0","8","0","0","0","0","0","0","0","3.99","0","0","12.8","12.8","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","10","206","0","0","0","-12","49","3","1075","80","1","75.2","0","0","0","0","0","0","1","0","0","0","3","66.1","0","0","106.5","0","0","0","0","13","90","69","2.6","2.17","0","12.2","536","208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.05","90","0","0","13","166","0","66","56","0","0.5","0","4984","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","555","-50","0","6.393","0","12.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","209","2","0","0","9.7","0","69","0","500","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.98","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20.492","0","11.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.3","1","0","0","4","7.515","0.493","0","32.1","0","360","0","0","9","0","8","0","0","0","0","0","0","0","4","0","0","12.3","12.3","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","6","206","0","0","0","-12","49","3","1075","0","1","77.4","0","0","0","0","0","0","1","0","0","0","3","65.8","0","0","109.4","0","0","0","0","13","90","69","2.84","2.26","0","12.1","524","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.03","90","0","0","13","182","0","82","59.9","0","0.9","0","5118","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","540","-50","0","7.141","0","12.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","-19.8","0","-1000","0","7.2","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","206","2","0","0","12.1","0","69","0.7","1040","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.96","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
